quantity,band,aqvar,node,roi,r,ci_lo,ci_hi,p,n,q4,level
auc_degree,theta,communication,26,7Networks_LH_SalVentAttn_FrOperIns_2,-0.0732211805210502,-0.388039291098429,0.256898371419524,0.666701656917074,39,0.980987555666502,node
auc_degree,theta,imagination,26,7Networks_LH_SalVentAttn_FrOperIns_2,-0.197440828433606,-0.490110219343841,0.135235471898645,0.24146250064747,39,0.980987555666502,node
auc_degree,theta,total,27,7Networks_LH_SalVentAttn_PFCl_1,-0.0575683366211106,-0.374605140350172,0.271521015383057,0.735034260558081,39,0.980987555666502,node
auc_degree,theta,social,27,7Networks_LH_SalVentAttn_PFCl_1,0.0989481729231566,-0.232531693640591,0.409832784513726,0.56012683732774,39,0.980987555666502,node
auc_degree,theta,switching,27,7Networks_LH_SalVentAttn_PFCl_1,-0.0322494049361923,-0.352589506785863,0.294856244723517,0.849715291703118,39,0.980987555666502,node
auc_degree,theta,detail,27,7Networks_LH_SalVentAttn_PFCl_1,-0.156035946707433,-0.456956963959288,0.176934277529053,0.356414269183397,39,0.980987555666502,node
auc_degree,theta,communication,27,7Networks_LH_SalVentAttn_PFCl_1,-0.0508561807805644,-0.368803320537841,0.27774520558092,0.764999563351863,39,0.980987555666502,node
auc_degree,theta,imagination,27,7Networks_LH_SalVentAttn_PFCl_1,-0.0522262946014569,-0.369989628534081,0.276476934430177,0.75885393080329,39,0.980987555666502,node
auc_degree,theta,total,28,7Networks_LH_SalVentAttn_Med_1,0.0124328426935121,-0.31285201645572,0.335107367727722,0.941779795469092,39,0.995832762088395,node
auc_degree,theta,social,28,7Networks_LH_SalVentAttn_Med_1,-0.00529710081222619,-0.328757345255134,0.319275420946956,0.975177608513012,39,0.995832762088395,node
auc_degree,theta,switching,28,7Networks_LH_SalVentAttn_Med_1,-0.101505996936222,-0.411980307111982,0.230086156590199,0.549978568854708,39,0.980987555666502,node
auc_degree,theta,detail,28,7Networks_LH_SalVentAttn_Med_1,0.172550574246046,-0.160444497032597,0.470281372931497,0.307138152189957,39,0.980987555666502,node
auc_degree,theta,communication,28,7Networks_LH_SalVentAttn_Med_1,-0.0314807821532533,-0.351915571850288,0.295558597161524,0.853257756285089,39,0.980987555666502,node
auc_degree,theta,imagination,28,7Networks_LH_SalVentAttn_Med_1,0.00508860356132498,-0.319462657239426,0.328571364916257,0.976154349638218,39,0.995832762088395,node
auc_degree,theta,total,29,7Networks_LH_SalVentAttn_Med_2,0.00671596030588319,-0.318000572573745,0.330022307385915,0.968531735266207,39,0.995832762088395,node
auc_degree,theta,social,29,7Networks_LH_SalVentAttn_Med_2,-0.0715907714846425,-0.386646196165182,0.258428558985528,0.673708153327938,39,0.980987555666502,node
auc_degree,theta,switching,29,7Networks_LH_SalVentAttn_Med_2,0.118678024188555,-0.213558812816147,0.426309006622593,0.484182357105881,39,0.980987555666502,node
auc_degree,theta,detail,29,7Networks_LH_SalVentAttn_Med_2,0.204951335217537,-0.127543236970042,0.496034568004073,0.223661476542791,39,0.980987555666502,node
auc_degree,theta,communication,29,7Networks_LH_SalVentAttn_Med_2,-0.126944485497436,-0.433152105781147,0.205534303350756,0.454033759913006,39,0.980987555666502,node
auc_degree,theta,imagination,29,7Networks_LH_SalVentAttn_Med_2,-0.155314929824759,-0.456372136562898,0.177649975885832,0.358668587916186,39,0.980987555666502,node
auc_degree,theta,total,30,7Networks_LH_SalVentAttn_Med_3,0.0389512028881967,-0.288717259909621,0.358451653101191,0.818957843838406,39,0.980987555666502,node
auc_degree,theta,social,30,7Networks_LH_SalVentAttn_Med_3,0.067823036929768,-0.261958366234927,0.383421364091188,0.690002663766483,39,0.980987555666502,node
auc_degree,theta,switching,30,7Networks_LH_SalVentAttn_Med_3,-0.00273160159586796,-0.326467164027449,0.321577549032856,0.987198173504894,39,0.995832762088395,node
